学校ID,登録番号,書名,書名ヨミ,書名巻次,版次,叢書名,叢書名ヨミ,叢書名巻次,タイトル関連情報,タイトル関連情報ヨミ,各巻書名,各巻書名ヨミ,各巻書名巻次,著者,著者ヨミ,各巻著者,各巻著者ヨミ,出版地,出版者,出版年,ページ数,サイズ,一般注記,ISBN,ISBN13,TRCナンバー,件名,件名ヨミ,内容,自校分類,NDC,TRC,書誌ID,請求記号,受入年月日
160,160-0-20592,原色　野菜の病害虫防除,ゲンショク／ヤサイ／ノ／ビョウガイチュウ／ボウジョ,,,,,,,,,,,"岸国／平∥著  上住／泰∥著","キシクニ，タイラ  ウエズミ，ヤスシ",,,東京,家の光協会,１９８０,２５１ｐ,２２ｐ,,,,,,,,626,626,0,160-687194777214,"626-キ ",1984-09-27
160,160-0-20662,近代熊本農業年表,キンダイ／クマモト／ノウギョウ／ネンピョウ,明治篇,改訂,,,,,,,,,犬童／信義∥編,インドウ，ノブヨシ,,,熊本市,共同体社,１９７６．９,６９ｐ,２１ｃｍ,,,,,,,,096,,0,160-687194782360,"096-イ ",1984-10-01
160,160-0-20674,ライフ　ネーチュア　ライブラリィ,ライフ／ネーチュア／ライブラリィ,,,,,,,,原始人,ゲンシジン,,タイムライフブックス編集部∥編,タイム／ライフ／ブックスス／ヘンシュウブ,,,,タイムライフブックス,１９８０,２０２ｐ,２８ｃｍ,,,,,,,,400,,0,160-687194778005,"400-タ ",1984-10-01
160,160-0-20951,ももたろう,モモタロウ,,,日本傑作絵本シリーズ,ニホン／ケッサク／エホン／シリーズ,,,,,,,"松居／直∥文  赤羽／末吉∥画","マツイ，タダシ  アカバ，スエキチ",,,東京,福音館書店,１９６５．２,１冊,２１×２２ｃｍ,,4-8340-0039-7,,,,,,726.6,,0,160-687194783543,"726.6-マ ",1985-08-09
160,160-0-21104,手づくり竹工作,テヅクリ／タケ／コウサク,,,楽しい手づくり教室,タノシイ／テヅクリ／キョウシツ,２,,,,,,水越／庸夫‖著,ミズコシ，ツネオ,,,東京,民衆社,１９８５．８,６３ｐ,２１ｃｍ,,,,,,,,583,,0,160-687194787457,"583-ミ ",1985-11-12
160,160-0-21126,熊本１００年,クマモト／ヒャクネン,,,,,,写真集,シャシンシュウ,,,,,,,,熊本,熊本日日新聞社,１９８５．１１,４３８ｐ,３７ｃｍ,,,,,熊本県　歴史,クマモトケン　レキシ,,097,219.4,0,160-687194791217,"097-ク ",1985-12-16
160,160-0-21127,人吉藩の政治と生活,ヒトヨシハン／ノ／セイジ／ト／セイカツ,,,熊本県史料集成,クマモトケン／シリョウ／シュウセイ,１４,,,,,,熊本女子大学郷土文化研究所∥編,クマモト／ジョシ／ダイガク／キョウド／ブンカ／ケンキュウショ,,,東京,国書刊行会,１９８５．４,２９４ｐ,２２ｃｍ,,,,,,,,092,,0,160-687194782359,"092-ク ",1985-12-16
160,160-0-21154,ふるさと,フルサト,,,,,,,,,,,犬童／賢二∥著,インドウ，ケンジ,,,球磨郡上村,上村幼稚園（犬童賢二）,１９８４．６,６９ｐ,２６ｃｍ,上村の写真集,,,,,,,097,,0,160-687194787049,"097-イ ",1986-03-10
160,160-0-21178,免田町史,メンダ／チョウシ,第一巻,,,,,,,,,,免田町史編纂委員会∥編著,メンダチョウシ／ヘンサン／イインカイ,,,免田町,免田町教育委員会,１９８６．３,８３８ｐ,２２ｃｍ,,,,,,,,092,,0,160-687194781150,099-メ-1,1986-05-13
160,160-0-21179,免田町史,メンダ／チョウシ,第一巻,,,,,,,,,,免田町史編纂委員会∥編著,メンダチョウシ／ヘンサン／イインカイ,,,免田町,免田町教育委員会,１９８６．３,８３８ｐ,２２ｃｍ,,,,,,,,092,,0,160-687194781150,099-メ-１,1986-05-13
160,160-0-21234,核　,カク　,,,,,,いま地球は・・・,イマ／チキュウ／ワ,,,,講談社∥編,コウダンシャ,,,東京,講談社,１９８５,１２６ｐ,２１ｃｍ,,,,,,,,319,,0,160-687194786957,"319-コ ",1986-06-24
160,160-0-21283,色の手帖,イロ／ノ／テチョウ,,,,,,,,,,,尚学図書∥編集,ショウガク／トショ,,,東京,小学館,１９８６．７,２２１，[２５]ｐ,２２ｃｍ,,4-09-504001-7,,,,,,757,,0,160-687194782944,"757-シ ",1986-10-06
160,160-0-21295,浮雲・あいびき,"ウキグモ  アイビキ",,,日本の文学,ニホン／ノ／ブンガク,１,,,,,,二葉亭／四迷∥著,フタバテイ，シメイ,,,東京,ほるぷ出版,１９８４．８,３８８ｐ,２０ｃｍ,,,,,,,,918,,0,160-687194779142,918-ニ-1,1986-11-01
160,160-0-21297,五重塔・運命,"ゴジュウノトウ  ウンメイ",,,日本の文学,ニホン／ノ／ブンガク,３,,,,,,幸田／露伴∥著,コウダ，ロハン,,,東京,ほるぷ出版,１９８５．２,４８５ｐ,２０ｃｍ,,,,,,,,918,,0,160-687194779141,918-ニ-3,1986-11-01
160,160-0-21298,たけくらべ,タケクラベ,,,日本の文学,ニホン／ノ／ブンガク,４,,,,,,樋口／一葉∥著,ヒグチ，イチヨウ,,,東京,ほるぷ出版,１９８５,１５１ｐ,２０ｃｍ,,,,,,,,918,918,0,160-687194777243,913.6-ヒ-4,1986-11-01
160,160-0-21299,若菜集,ワカナシュウ,,,日本の文学,ニホン／ノ／ブンガク,５,,,,,,島崎／藤村∥著,シマザキ，トウソン,,,東京,ほるぷ出版,１９８４．８,２４３ｐ,２０ｃｍ,,,,,,,,918,,0,160-687194779140,918-ニ-5,1986-11-01
160,160-0-21300,武蔵野・春の鳥,"ムサシノ  ハル／ノ／トリ",,,日本の文学,ニホン／ノ／ブンガク,６,,,,,,国木田／独歩∥著,クニキダ，ドッポ,,,東京,ほるぷ出版,１９８５．８,５９３ｐ,２０ｃｍ,,,,,,,,918,,0,160-687194779139,918-ニ-6,1986-11-01
160,160-0-21301,みだれ髪,ミダレガミ,,,日本の文学,ニホン／ノ／ブンガク,７,,,,,,与謝野／晶子∥著,ヨサノ，アキコ,,,東京,ほるぷ出版,１９８４．８,２６５ｐ,２０ｃｍ,,,,,,,,918,,0,160-687194779138,918-ニ-7,1986-11-01
160,160-0-21302,高野聖,コウヤヒジリ,,,日本の文学,ニホン／ノ／ブンガク,８,,,,,,泉／鏡花∥著,イズミ，キョウカ,,,東京,ほるぷ出版,１９８４．８,２５３ｐ,２０ｃｍ,,,,,,,,918,,0,160-687194779137,918-ニ-8,1986-11-01
160,160-0-21303,海潮音,カイチョウオン,,,日本の文学,ニホン／ノ／ブンガク,９,,,,,,上田／敏∥著,ウエダ，ビン,,,東京,ほるぷ出版,１９８５．２,１９７ｐ,２０ｃｍ,,,,,,,,918,,0,160-687194779136,918-ニ-9,1986-11-01
160,160-0-21305,吾輩ハ猫デアル,ワガハイ／ワ／ネコ／デ／アル,中編,,日本の文学,ニホン／ノ／ブンガク,１１,,,,,,夏目／漱石∥著,ナツメ，ソウセキ,,,東京,ほるぷ出版,１９８５．２,２８７ｐ,２０ｃｍ,,,,,,,,918,918,0,160-687194779134,918-ニ-11,1986-11-01
160,160-0-21306,吾輩ハ猫デアル,ワガハイ／ワ／ネコ／デ／アル,下編,,日本の文学,ニホン／ノ／ブンガク,１２,,,,,,夏目／漱石∥著,ナツメ，ソウセキ,,,東京,ほるぷ出版,１９８５．２,２５８ｐ,２０ｃｍ,,,,,,,,918,918,0,160-687194779135,918-ニ-12,1986-11-01
160,160-0-21307,破戒,ハカイ,上,,ほるぷ日本の文学,ホルプ／ニホン／ノ／ブンガク,１３,,,,,,島崎／藤村∥著,シマザキ，トウソン,,,東京,ほるぷ,１９８５,３１５ｐ,２０ｃｍ,８７冊セットで１８２１２０円,,,,,,,918,,0,160-687194777857,918-ニ-13,1986-11-01
160,160-0-21308,破戒,ハカイ,下,,ほるぷ日本の文学,ホルプ／ニホン／ノ／ブンガク,１４,,,,,,島崎／藤村∥著,シマザキ，トウソン,,,東京,ほるぷ,１９８５,３０６ｐ,２０ｃｍ,８７冊セットで１８２１２０円,,,,,,,918,,0,160-687194777858,918-ニ-14,1986-11-01
160,160-0-21309,坊ちゃん,ボッチャン,,,日本の文学,ニホン／ノ／ブンガク,１５,,,,,,夏目／漱石∥著,ナツメ，ソウセキ,,,東京,ほるぷ出版,１９８５,２４６ｐ,２０ｃｍ,,,,,,,,918,,0,160-687194779143,918-ニ-15,1986-11-01
160,160-0-21310,三四郎,サンシロウ,,,日本の文学,ニホン／ノ／ブンガク,１６,,,,,,夏目／漱石∥著,ナツメ，ソウセキ,,,東京,ほるぷ出版,１９８５．８,５０１ｐ,２０ｃｍ,,,,,,,,918,918,0,160-687194779133,918-ニ-16,1986-11-01
160,160-0-21311,邪宗門,ジャシュウモン,,,日本の文学,ニホン／ノ／ブンガク,１７,,,,,,北原／白秋∥著,キタハラ，ハクシュウ,,,東京,ほるぷ出版,１９８４．８,３４３ｐ,２０ｃｍ,,,,,,,,918,918,0,160-687194779153,913.6-タ-17,1986-11-01
160,160-0-21312,田舎教師,イナカ／キョウシ,,,日本の文学,ニホン／ノ／ブンガク,１８,,,,,,田山／花袋∥著,タヤマ，カタイ,,,東京,ほるぷ出版,１９８５．８,５１３ｐ,２０ｃｍ,,,,,,,,918,918,0,160-687194777244,913.6-タ-18,1986-11-01
160,160-0-21313,土,ツチ,,,日本の文学,ニホン／ノ／ブンガク,１９,,,,,,長塚／節∥著,ナガツカ，タカシ,,,東京,ほるぷ出版,１９８５．２,６３５ｐ,２０ｃｍ,,,,,,,,918,918,0,160-687194779152,918-ナ-19,1986-11-01
160,160-0-21314,一握の砂・呼子と口笛,"イチアク／ノ／スナ  ヨブコ／ト／クチブエ",,,日本の文学,ニホン／ノ／ブンガク,２０,,,,,,石川／啄木∥著,イシカワ，タクボク,,,東京,ほるぷ出版,１９８５．２,５１６ｐ,２０ｃｍ,,,,,,,,918,918,0,160-687194779151,918-ニ-20,1986-11-01
160,160-0-21315,悲しき玩具・我等の一団と彼,"カナシキ／ガング  ワレラ／ノ／イチダン／ト／カレ",,,日本の文学,ニホン／ノ／ブンガク,２１,,,,,,"石川啄木∥著  ／",イシカワ，タクボク,,,東京,ほるぷ出版,１９８５．８,３７１ｐ,２０ｃｍ,,,,,,,,918,918,0,160-687194779150,918-ニ-21,1986-11-01
160,160-0-21316,ヰタ・セクスアリス・雁,"ヴィタ／セクスアリス  ガン",,,日本の文学,ニホン／ノ／ブンガク,２２,,,,,,森／鴎外∥著,モリ，オウガイ,,,東京,ほるぷ出版,１９８５．８,４２７ｐ,２０ｃｍ,,,,,,,,918,918,0,160-687194776953,918-ニ-22,1986-11-01
160,160-0-21317,阿部一族・高瀬舟,アベ／イチゾク／タカセ／ブネ,,,日本の文学,ニホン／ノ／ブンガク,２３,,,,,,森／鴎外∥著,モリ，オウガイ,,,東京,ほるぷ出版,１９８５,４１２ｐ,２０ｃｍ,,,,,,,,918,918,0,160-687194776745,918-ニ-23,1986-11-01
160,160-0-21318,網走まで・灰色の月,"アバシリ／マデ  ハイイロ／ノ／ツキ",,,日本の文学,ニホン／ノ／ブンガク,２６,,,,,,志賀／直哉∥著,シガ，ナオヤ,,,東京,ほるぷ出版,１９８４．８,２８２ｐ,２０ｃｍ,,,,,,,,918,918,0,160-687194779149,918-ナ-24,1986-11-01
160,160-0-21319,お目出たき人・友情,"オメデタキヒト  ユウジョウ",,,日本の文学,ニホン／ノ／ブンガク,２５,,,,,,武者小路／実篤∥著,ムシャノコウジ，サネアツ,,,東京,ほるぷ出版,１９８５．８,４０２ｐ,２０ｃｍ,,,,,,,,918,918,0,160-687194779148,918-ナ-25,1986-11-01
160,160-0-21320,赤光・あらたま,"シャッコウ  アラタマ",,,日本の文学,ニホン／ノ／ブンガク,２６,,,,,,斎藤／茂吉∥著,サイトウ，モキチ,,,東京,ほるぷ出版,１９８４．２,５５９ｐ,２０ｃｍ,,,,,,,,918,918,0,160-687194779147,918-ナ-26,1986-11-01
160,160-0-21321,こころ,ココロ,,,日本の文学,ニホン／ノ／ブンガク,２７,,,,,,夏目／漱石∥著,ナツメ，ソウセキ,,,東京,ほるぷ出版,１９８５．２,４６４ｐ,２０ｃｍ,,,,,,,,918,918,0,160-687194776750,918-ナ-27,1986-11-01
160,160-0-21322,道草,ミチクサ,,,日本の文学,ニホン／ノ／ブンガク,２８,,,,,,夏目／漱石∥著,ナツメ，ソウセキ,,,東京,ほるぷ出版,１９８４．８,４８１ｐ,２０ｃｍ,,,,,,,,918,918,0,160-687194779146,918-ニ-28,1986-11-01
160,160-0-21323,明暗,メイアン,上,,日本の文学,ニホン／ノ／ブンガク,２９,,,,,,夏目／漱石∥著,ナツメ，ソウセキ,,,東京,ほるぷ出版,１９８５．８,５０７ｐ,２０ｃｍ,,,,,,,,918,918,0,160-687194779144,918-ニ-29,1986-11-01
160,160-0-21324,明暗,メイアン,下,,日本の文学,ニホン／ノ／ブンガク,３０,,,,,,夏目／漱石∥著,ナツメ，ソウセキ,,,東京,ほるぷ出版,１９８５．８,５２５ｐ,２０ｃｍ,,,,,,,,918,918,0,160-687194779145,918-ニ-30,1986-11-01
160,160-0-21325,渋江抽斎,シブエ／チュウサイ,,,日本の文学,ニホン／ノ／ブンガク,３１,,,,,,森／鴎外∥著,モリ，オウガイ,,,東京,ほるぷ出版,１９８４．８,５２６ｐ,２０ｃｍ,,,,,,,,918,918,0,160-687194779161,918-ニ-31,1986-11-01
160,160-0-21326,腕くらべ,ウデ／クラベ,,,日本の文学,ニホン／ノ／ブンガク,３２,,,,,,永井／荷風∥著,ナガイ，カフウ,,,東京,ほるぷ出版,１９８４．８,３３４ｐ,２０ｃｍ,,,,,,,,918,918,0,160-687194779160,918-ニ-32,1986-11-01
160,160-0-21327,羅生門,ラショウモン,,,日本の文学,ニホン／ノ／ブンガク,３３,,,,,,芥川／龍之介∥著,アクタガワ，リュウノスケ,,,東京,ほるぷ出版,１９８５．８,３２３ｐ,２０ｃｍ,,,,,,,,918,918,0,160-687194776993,918-ニ-33,1986-11-01
160,160-0-21329,月に吠える・青猫,"ツキ／ニ／ホエル  アオネコ",,,日本の文学,ニホン／ノ／ブンガク,３５,,,,,,萩原／朔太郎∥著,ハギワラ，サクタロウ,,,東京,ほるぷ出版,１９８４．８,３３９ｐ,２０ｃｍ,,,,,,,,918,918,0,160-687194779159,918-ニ-35,1986-11-01
160,160-0-21330,田園の憂鬱・殉情詩集,"デンエン／ノ／ユウウツ  ジュンジョウ／シシュウ",,,日本の文学,ニホン／ノ／ブンガク,３６,,,,,,佐藤／春夫∥著,サトウ，ハルオ,,,東京,ほるぷ出版,１９８５．２,３２０ｐ,２０ｃｍ,,,,,,,,918,918,0,160-687194779158,918-ニ-36,1986-11-01
160,160-0-21331,カインの末裔・小さき者へ,"カイン／ノ／マツエイ  チイサキ／モノ／エ",,,日本の文学,ニホン／ノ／ブンガク,３７,,,,,,有島／武郎∥著,アリシマ，タケオ,,,東京,ほるぷ出版,１９８５．２,２９６ｐ,２０ｃｍ,,,,,,,,918,918,0,160-687194779157,918-ニ-37,1986-11-01
160,160-0-21332,或る女,アル／オンナ,前編,,日本の文学,ニホン／ノ／ブンガク,３８,,,,,,有島／武郎∥著,アリシマ，タケオ,,,東京,ほるぷ出版,１９８４．８,４０７ｐ,２０ｃｍ,,,,,,,,918,918,0,160-687194779155,918-ニ-38,1986-11-01
160,160-0-21333,或る女,アル／オンナ,後編,,日本の文学,ニホン／ノ／ブンガク,３９,,,,,,有島／武郎∥著,アリシマ，タケオ,,,東京,ほるぷ出版,１９８４．８,５７０ｐ,２０ｃｍ,,,,,,,,918,918,0,160-687194779156,918-ニ-39,1986-11-01
160,160-0-21334,暗夜行路,アンヤ／コウロ,前編,,日本の文学,ニホン／ノ／ブンガク,４０,,,,,,志賀／直哉∥著,シガ，ナオヤ,,,東京,ほるぷ出版,１９８５．８,４３０ｐ,２０ｃｍ,,,,,,,,918,918,0,160-687194776807,918-ニ-40,1986-11-01
160,160-0-21335,暗夜行路,アンヤ／コウロ,後編,,日本の文学,ニホン／ノ／ブンガク,４１,,,,,,志賀／直哉∥著,シガ，ナオヤ,,,東京,ほるぷ出版,１９８５．８,５０９ｐ,２０ｃｍ,,,,,,,,918,918,0,160-687194779154,913.6-タ-41,1986-11-01
160,160-0-21336,春と修羅,ハル／ト／シュラ,,,日本の文学,ニホン／ノ／ブンガク,４２,,,,,,宮沢／賢治∥著,ミヤザワ，ケンジ,,,東京,ほるぷ出版,１９８４．８,３５１ｐ,２０ｃｍ,,,,,,,,918,918,0,160-687194779162,913.6-タ-42,1986-11-01
160,160-0-21337,伸子,ノブコ,上,,日本の文学,ニホン／ノ／ブンガク,４３,,,,,,宮本／百合子∥著,ミヤモト，ユリコ,,,東京,ほるぷ出版,１９８５．８,３３５ｐ,２０ｃｍ,,,,,,,,918,918,0,160-687194779163,913.6-タ-43,1986-11-01
160,160-0-21338,伸子,ノブコ,下,,日本の文学,ニホン／ノ／ブンガク,４４,,,,,,宮本／百合子∥著,ミヤモト，ユリコ,,,東京,ほるぷ出版,１９８５．８,４７８ｐ,２０ｃｍ,,,,,,,,918,918,0,160-687194779164,913.6-タ-44,1986-11-01
160,160-0-21339,伊豆の踊子・浅草紅団,"イズ／ノ／オドリコ  アサクサ／ベニダン",,,日本の文学,ニホン／ノ／ブンガク,４５,,,,,,川端／康成∥著,カワバタ，ヤスナリ,,,東京,ほるぷ出版,１９８５．２,４２７ｐ,２０ｃｍ,,,,,,,,918,918,0,160-687194779165,913.6-タ-45,1986-11-01
160,160-0-21340,春は馬車に乗って・日輪,"ハル／ワ／バシャ／ニ／ノッテ  ニチリン",,,日本の文学,ニホン／ノ／ブンガク,４６,,,,,,横光／利一∥著,ヨコミツ，リイチ,,,東京,ほるぷ出版,１９８５．８,４０９ｐ,２０ｃｍ,,,,,,,,918,918,0,160-687194779166,913.6-タ-46,1986-11-01
160,160-0-21341,海に生くる人々,ウミ／ニ／イクル／ヒトビト,,,日本の文学,ニホン／ノ／ブンガク,４７,,,,,,葉山／嘉樹∥著,ハヤマ，ヨシキ,,,東京,ほるぷ出版,１９８５．８,４６６ｐ,２０ｃｍ,,,,,,,,918,918,0,160-687194779167,913.6-タ-47,1986-11-01
160,160-0-21342,檸檬,レモン,,,日本の文学,ニホン／ノ／ブンガク,４８,,,,,,梶井／基次郎∥著,カジイ，モトジロウ,,,東京,ほるぷ出版,１９８５．８,４３４ｐ,２０ｃｍ,,,,,,,,918,918,0,160-687194778575,918-ニ-48,1985-11-01
160,160-0-21345,放浪記,ホウロウキ,,,日本の文学,ニホン／ノ／ブンガク,５１,,,,,,林／芙美子∥著,ハヤシ，フミコ,,,東京,ほるぷ出版,１９８５．８,６７３ｐ,２０ｃｍ,,,,,,,,918,918,0,160-687194779168,913.6-ニ-51,1986-11-01
